Paper Name,Authors,PDF Link
Weakly Supervised Learning of Semantic Correspondence through Cascaded Online Correspondence Refinement,"Huang, Yiwen, Sun, Yixuan, Lai, Chenghang, Xu, Qing, Wang, Xiaomei, Shen, Xuli, Ge, Weifeng",https://openaccess.thecvf.com/content/ICCV2023/papers/Huang_Weakly_Supervised_Learning_of_Semantic_Correspondence_through_Cascaded_Online_Correspondence_ICCV_2023_paper.pdf
Clusterformer: Cluster-based Transformer for 3D Object Detection in Point Clouds,"Pei, Yu, Zhao, Xian, Li, Hao, Ma, Jingyuan, Zhang, Jingwei, Pu, Shiliang",https://openaccess.thecvf.com/content/ICCV2023/papers/Pei_Clusterformer_Cluster-based_Transformer_for_3D_Object_Detection_in_Point_Clouds_ICCV_2023_paper.pdf
HMD-NeMo: Online 3D Avatar Motion Generation From Sparse Observations,"Aliakbarian, Sadegh, Saleh, Fatemeh, Collier, David, Cameron, Pashmina, Cosker, Darren",https://openaccess.thecvf.com/content/ICCV2023/papers/Aliakbarian_HMD-NeMo_Online_3D_Avatar_Motion_Generation_From_Sparse_Observations_ICCV_2023_paper.pdf
NaviNeRF: NeRF-based 3D Representation Disentanglement by Latent Semantic Navigation,"Xie, Baao, Li, Bohan, Zhang, Zequn, Dong, Junting, Jin, Xin, Yang, Jingyu, Zeng, Wenjun",https://openaccess.thecvf.com/content/ICCV2023/papers/Xie_NaviNeRF_NeRF-based_3D_Representation_Disentanglement_by_Latent_Semantic_Navigation_ICCV_2023_paper.pdf
Adaptive Illumination Mapping for Shadow Detection in Raw Images,"Sun, Jiayu, Xu, Ke, Pang, Youwei, Zhang, Lihe, Lu, Huchuan, Hancke, Gerhard, Lau, Rynson",https://openaccess.thecvf.com/content/ICCV2023/papers/Sun_Adaptive_Illumination_Mapping_for_Shadow_Detection_in_Raw_Images_ICCV_2023_paper.pdf
CDUL: CLIP-Driven Unsupervised Learning for Multi-Label Image Classification,"Abdelfattah, Rabab, Guo, Qing, Li, Xiaoguang, Wang, Xiaofeng, Wang, Song",https://openaccess.thecvf.com/content/ICCV2023/papers/Abdelfattah_CDUL_CLIP-Driven_Unsupervised_Learning_for_Multi-Label_Image_Classification_ICCV_2023_paper.pdf
Your Diffusion Model is Secretly a Zero-Shot Classifier,"Li, Alexander C., Prabhudesai, Mihir, Duggal, Shivam, Brown, Ellis, Pathak, Deepak",https://openaccess.thecvf.com/content/ICCV2023/papers/Li_Your_Diffusion_Model_is_Secretly_a_Zero-Shot_Classifier_ICCV_2023_paper.pdf
Backpropagation Path Search On Adversarial Transferability,"Xu, Zhuoer, Gu, Zhangxuan, Zhang, Jianping, Cui, Shiwen, Meng, Changhua, Wang, Weiqiang",https://openaccess.thecvf.com/content/ICCV2023/papers/Xu_Backpropagation_Path_Search_On_Adversarial_Transferability_ICCV_2023_paper.pdf
Boosting Adversarial Transferability via Gradient Relevance Attack,"Zhu, Hegui, Ren, Yuchen, Sui, Xiaoyan, Yang, Lianping, Jiang, Wuming",https://openaccess.thecvf.com/content/ICCV2023/papers/Zhu_Boosting_Adversarial_Transferability_via_Gradient_Relevance_Attack_ICCV_2023_paper.pdf
Image-Free Classifier Injection for Zero-Shot Classification,"Christensen, Anders, Mancini, Massimiliano, Koepke, A. Sophia, Winther, Ole, Akata, Zeynep",https://openaccess.thecvf.com/content/ICCV2023/papers/Christensen_Image-Free_Classifier_Injection_for_Zero-Shot_Classification_ICCV_2023_paper.pdf
CLIPN for Zero-Shot OOD Detection: Teaching CLIP to Say No,"Wang, Hualiang, Li, Yi, Yao, Huifeng, Li, Xiaomeng",https://openaccess.thecvf.com/content/ICCV2023/papers/Wang_CLIPN_for_Zero-Shot_OOD_Detection_Teaching_CLIP_to_Say_No_ICCV_2023_paper.pdf
CO-Net: Learning Multiple Point Cloud Tasks at Once with A Cohesive Network,"Xie, Tao, Wang, Ke, Lu, Siyi, Zhang, Yukun, Dai, Kun, Li, Xiaoyu, Xu, Jie, Wang, Li, Zhao, Lijun, Zhang, Xinyu, Li, Ruifeng",https://openaccess.thecvf.com/content/ICCV2023/papers/Xie_CO-Net_Learning_Multiple_Point_Cloud_Tasks_at_Once_with_A_ICCV_2023_paper.pdf
Quality Diversity for Visual Pre-Training,"Chavhan, Ruchika, Gouk, Henry, Li, Da, Hospedales, Timothy",https://openaccess.thecvf.com/content/ICCV2023/papers/Chavhan_Quality_Diversity_for_Visual_Pre-Training_ICCV_2023_paper.pdf
UniDexGrasp++: Improving Dexterous Grasping Policy Learning via Geometry-Aware Curriculum and Iterative Generalist-Specialist Learning,"Wan, Weikang, Geng, Haoran, Liu, Yun, Shan, Zikang, Yang, Yaodong, Yi, Li, Wang, He",https://openaccess.thecvf.com/content/ICCV2023/papers/Wan_UniDexGrasp_Improving_Dexterous_Grasping_Policy_Learning_via_Geometry-Aware_Curriculum_and_ICCV_2023_paper.pdf
Multi-Scale Residual Low-Pass Filter Network for Image Deblurring,"Dong, Jiangxin, Pan, Jinshan, Yang, Zhongbao, Tang, Jinhui",https://openaccess.thecvf.com/content/ICCV2023/papers/Dong_Multi-Scale_Residual_Low-Pass_Filter_Network_for_Image_Deblurring_ICCV_2023_paper.pdf
FerKD: Surgical Label Adaptation for Efficient Distillation,"Shen, Zhiqiang",https://openaccess.thecvf.com/content/ICCV2023/papers/Shen_FerKD_Surgical_Label_Adaptation_for_Efficient_Distillation_ICCV_2023_paper.pdf
Neural Fields for Structured Lighting,"Shandilya, Aarrushi, Attal, Benjamin, Richardt, Christian, Tompkin, James, O'toole, Matthew",https://openaccess.thecvf.com/content/ICCV2023/papers/Shandilya_Neural_Fields_for_Structured_Lighting_ICCV_2023_paper.pdf
ClothPose: A Real-world Benchmark for Visual Analysis of Garment Pose via An Indirect Recording Solution,"Xu, Wenqiang, Du, Wenxin, Xue, Han, Li, Yutong, Ye, Ruolin, Wang, Yan-Feng, Lu, Cewu",https://openaccess.thecvf.com/content/ICCV2023/papers/Xu_ClothPose_A_Real-world_Benchmark_for_Visual_Analysis_of_Garment_Pose_ICCV_2023_paper.pdf
Semantically Structured Image Compression via Irregular Group-Based Decoupling,"Feng, Ruoyu, Gao, Yixin, Jin, Xin, Feng, Runsen, Chen, Zhibo",https://openaccess.thecvf.com/content/ICCV2023/papers/Feng_Semantically_Structured_Image_Compression_via_Irregular_Group-Based_Decoupling_ICCV_2023_paper.pdf
PhaseMP: Robust 3D Pose Estimation via Phase-conditioned Human Motion Prior,"Shi, Mingyi, Starke, Sebastian, Ye, Yuting, Komura, Taku, Won, Jungdam",https://openaccess.thecvf.com/content/ICCV2023/papers/Shi_PhaseMP_Robust_3D_Pose_Estimation_via_Phase-conditioned_Human_Motion_Prior_ICCV_2023_paper.pdf
NLOS-NeuS: Non-line-of-sight Neural Implicit Surface,"Fujimura, Yuki, Kushida, Takahiro, Funatomi, Takuya, Mukaigawa, Yasuhiro",https://openaccess.thecvf.com/content/ICCV2023/papers/Fujimura_NLOS-NeuS_Non-line-of-sight_Neural_Implicit_Surface_ICCV_2023_paper.pdf
Unsupervised Object Localization with Representer Point Selection,"Song, Yeonghwan, Jang, Seokwoo, Katabi, Dina, Son, Jeany",https://openaccess.thecvf.com/content/ICCV2023/papers/Song_Unsupervised_Object_Localization_with_Representer_Point_Selection_ICCV_2023_paper.pdf
SEMPART: Self-supervised Multi-resolution Partitioning of Image Semantics,"Ravindran, Sriram, Basu, Debraj",https://openaccess.thecvf.com/content/ICCV2023/papers/Ravindran_SEMPART_Self-supervised_Multi-resolution_Partitioning_of_Image_Semantics_ICCV_2023_paper.pdf
Flatness-Aware Minimization for Domain Generalization,"Zhang, Xingxuan, Xu, Renzhe, Yu, Han, Dong, Yancheng, Tian, Pengfei, Cui, Peng",https://openaccess.thecvf.com/content/ICCV2023/papers/Zhang_Flatness-Aware_Minimization_for_Domain_Generalization_ICCV_2023_paper.pdf
ProtoFL: Unsupervised Federated Learning via Prototypical Distillation,"Kim, Hansol, Kwak, Youngjun, Jung, Minyoung, Shin, Jinho, Kim, Youngsung, Kim, Changick",https://openaccess.thecvf.com/content/ICCV2023/papers/Kim_ProtoFL_Unsupervised_Federated_Learning_via_Prototypical_Distillation_ICCV_2023_paper.pdf
Augmenting and Aligning Snippets for Few-Shot Video Domain Adaptation,"Xu, Yuecong, Yang, Jianfei, Zhou, Yunjiao, Chen, Zhenghua, Wu, Min, Li, Xiaoli",https://openaccess.thecvf.com/content/ICCV2023/papers/Xu_Augmenting_and_Aligning_Snippets_for_Few-Shot_Video_Domain_Adaptation_ICCV_2023_paper.pdf
Self-Organizing Pathway Expansion for Non-Exemplar Class-Incremental Learning,"Zhu, Kai, Zheng, Kecheng, Feng, Ruili, Zhao, Deli, Cao, Yang, Zha, Zheng-Jun",https://openaccess.thecvf.com/content/ICCV2023/papers/Zhu_Self-Organizing_Pathway_Expansion_for_Non-Exemplar_Class-Incremental_Learning_ICCV_2023_paper.pdf
Preserving Tumor Volumes for Unsupervised Medical Image Registration,"Dong, Qihua, Du, Hao, Song, Ying, Xu, Yan, Liao, Jing",https://openaccess.thecvf.com/content/ICCV2023/papers/Dong_Preserving_Tumor_Volumes_for_Unsupervised_Medical_Image_Registration_ICCV_2023_paper.pdf
Multi-label Affordance Mapping from Egocentric Vision,"Mur-Labadia, Lorenzo, Guerrero, Jose J., Martinez-Cantin, Ruben",https://openaccess.thecvf.com/content/ICCV2023/papers/Mur-Labadia_Multi-label_Affordance_Mapping_from_Egocentric_Vision_ICCV_2023_paper.pdf
Towards Real-World Burst Image Super-Resolution: Benchmark and Method,"Wei, Pengxu, Sun, Yujing, Guo, Xingbei, Liu, Chang, Li, Guanbin, Chen, Jie, Ji, Xiangyang, Lin, Liang",https://openaccess.thecvf.com/content/ICCV2023/papers/Wei_Towards_Real-World_Burst_Image_Super-Resolution_Benchmark_and_Method_ICCV_2023_paper.pdf
Unified Adversarial Patch for Cross-Modal Attacks in the Physical World,"Wei, Xingxing, Huang, Yao, Sun, Yitong, Yu, Jie",https://openaccess.thecvf.com/content/ICCV2023/papers/Wei_Unified_Adversarial_Patch_for_Cross-Modal_Attacks_in_the_Physical_World_ICCV_2023_paper.pdf
Unsupervised Accuracy Estimation of Deep Visual Models using Domain-Adaptive Adversarial Perturbation without Source Samples,"Lee, JoonHo, Woo, Jae Oh, Moon, Hankyu, Lee, Kwonho",https://openaccess.thecvf.com/content/ICCV2023/papers/Lee_Unsupervised_Accuracy_Estimation_of_Deep_Visual_Models_using_Domain-Adaptive_Adversarial_ICCV_2023_paper.pdf
"Misalign, Contrast then Distill: Rethinking Misalignments in Language-Image Pre-training","Kim, Bumsoo, Jo, Yeonsik, Kim, Jinhyung, Kim, Seunghwan",https://openaccess.thecvf.com/content/ICCV2023/papers/Kim_Misalign_Contrast_then_Distill_Rethinking_Misalignments_in_Language-Image_Pre-training_ICCV_2023_paper.pdf
SYENet: A Simple Yet Effective Network for Multiple Low-Level Vision Tasks with Real-Time Performance on Mobile Device,"Gou, Weiran, Yi, Ziyao, Xiang, Yan, Li, Shaoqing, Liu, Zibin, Kong, Dehui, Xu, Ke",https://openaccess.thecvf.com/content/ICCV2023/papers/Gou_SYENet_A_Simple_Yet_Effective_Network_for_Multiple_Low-Level_Vision_ICCV_2023_paper.pdf
MATE: Masked Autoencoders are Online 3D Test-Time Learners,"Mirza, M. Jehanzeb, Shin, Inkyu, Lin, Wei, Schriebl, Andreas, Sun, Kunyang, Choe, Jaesung, Kozinski, Mateusz, Possegger, Horst, Kweon, In So, Yoon, Kuk-Jin, Bischof, Horst",https://openaccess.thecvf.com/content/ICCV2023/papers/Mirza_MATE_Masked_Autoencoders_are_Online_3D_Test-Time_Learners_ICCV_2023_paper.pdf
EdaDet: Open-Vocabulary Object Detection Using Early Dense Alignment,"Shi, Cheng, Yang, Sibei",https://openaccess.thecvf.com/content/ICCV2023/papers/Shi_EdaDet_Open-Vocabulary_Object_Detection_Using_Early_Dense_Alignment_ICCV_2023_paper.pdf
MixPath: A Unified Approach for One-shot Neural Architecture Search,"Chu, Xiangxiang, Lu, Shun, Li, Xudong, Zhang, Bo",https://openaccess.thecvf.com/content/ICCV2023/papers/Chu_MixPath_A_Unified_Approach_for_One-shot_Neural_Architecture_Search_ICCV_2023_paper.pdf
Enhancing NeRF akin to Enhancing LLMs: Generalizable NeRF Transformer with Mixture-of-View-Experts,"Cong, Wenyan, Liang, Hanxue, Wang, Peihao, Fan, Zhiwen, Chen, Tianlong, Varma, Mukund, Wang, Yi, Wang, Zhangyang",https://openaccess.thecvf.com/content/ICCV2023/papers/Cong_Enhancing_NeRF_akin_to_Enhancing_LLMs_Generalizable_NeRF_Transformer_with_ICCV_2023_paper.pdf
Task-aware Adaptive Learning for Cross-domain Few-shot Learning,"Guo, Yurong, Du, Ruoyi, Dong, Yuan, Hospedales, Timothy, Song, Yi-Zhe, Ma, Zhanyu",https://openaccess.thecvf.com/content/ICCV2023/papers/Guo_Task-aware_Adaptive_Learning_for_Cross-domain_Few-shot_Learning_ICCV_2023_paper.pdf
"Two Birds, One Stone: A Unified Framework for Joint Learning of Image and Video Style Transfers","Gu, Bohai, Fan, Heng, Zhang, Libo",https://openaccess.thecvf.com/content/ICCV2023/papers/Gu_Two_Birds_One_Stone_A_Unified_Framework_for_Joint_Learning_ICCV_2023_paper.pdf
"Revisiting Domain-Adaptive 3D Object Detection by Reliable, Diverse and Class-balanced Pseudo-Labeling","Chen, Zhuoxiao, Luo, Yadan, Wang, Zheng, Baktashmotlagh, Mahsa, Huang, Zi",https://openaccess.thecvf.com/content/ICCV2023/papers/Chen_Revisiting_Domain-Adaptive_3D_Object_Detection_by_Reliable_Diverse_and_Class-balanced_ICCV_2023_paper.pdf
Task-Oriented Multi-Modal Mutual Leaning for Vision-Language Models,"Long, Sifan, Zhao, Zhen, Yuan, Junkun, Tan, Zichang, Liu, Jiangjiang, Zhou, Luping, Wang, Shengsheng, Wang, Jingdong",https://openaccess.thecvf.com/content/ICCV2023/papers/Long_Task-Oriented_Multi-Modal_Mutual_Leaning_for_Vision-Language_Models_ICCV_2023_paper.pdf
Efficient Adaptive Human-Object Interaction Detection with Concept-guided Memory,"Lei, Ting, Caba, Fabian, Chen, Qingchao, Jin, Hailin, Peng, Yuxin, Liu, Yang",https://openaccess.thecvf.com/content/ICCV2023/papers/Lei_Efficient_Adaptive_Human-Object_Interaction_Detection_with_Concept-guided_Memory_ICCV_2023_paper.pdf
NeMF: Inverse Volume Rendering with Neural Microflake Field,"Zhang, Youjia, Xu, Teng, Yu, Junqing, Ye, Yuteng, Jing, Yanqing, Wang, Junle, Yu, Jingyi, Yang, Wei",https://openaccess.thecvf.com/content/ICCV2023/papers/Zhang_NeMF_Inverse_Volume_Rendering_with_Neural_Microflake_Field_ICCV_2023_paper.pdf
Attentive Mask CLIP,"Yang, Yifan, Huang, Weiquan, Wei, Yixuan, Peng, Houwen, Jiang, Xinyang, Jiang, Huiqiang, Wei, Fangyun, Wang, Yin, Hu, Han, Qiu, Lili, Yang, Yuqing",https://openaccess.thecvf.com/content/ICCV2023/papers/Yang_Attentive_Mask_CLIP_ICCV_2023_paper.pdf
DOLCE: A Model-Based Probabilistic Diffusion Framework for Limited-Angle CT Reconstruction,"Liu, Jiaming, Anirudh, Rushil, Thiagarajan, Jayaraman J., He, Stewart, Mohan, K Aditya, Kamilov, Ulugbek S., Kim, Hyojin",https://openaccess.thecvf.com/content/ICCV2023/papers/Liu_DOLCE_A_Model-Based_Probabilistic_Diffusion_Framework_for_Limited-Angle_CT_Reconstruction_ICCV_2023_paper.pdf
Beyond Image Borders: Learning Feature Extrapolation for Unbounded Image Composition,"Liu, Xiaoyu, Liu, Ming, Li, Junyi, Liu, Shuai, Wang, Xiaotao, Lei, Lei, Zuo, Wangmeng",https://openaccess.thecvf.com/content/ICCV2023/papers/Liu_Beyond_Image_Borders_Learning_Feature_Extrapolation_for_Unbounded_Image_Composition_ICCV_2023_paper.pdf
MasaCtrl: Tuning-Free Mutual Self-Attention Control for Consistent Image Synthesis and Editing,"Cao, Mingdeng, Wang, Xintao, Qi, Zhongang, Shan, Ying, Qie, Xiaohu, Zheng, Yinqiang",https://openaccess.thecvf.com/content/ICCV2023/papers/Cao_MasaCtrl_Tuning-Free_Mutual_Self-Attention_Control_for_Consistent_Image_Synthesis_and_ICCV_2023_paper.pdf
Understanding Hessian Alignment for Domain Generalization,"Hemati, Sobhan, Zhang, Guojun, Estiri, Amir, Chen, Xi",https://openaccess.thecvf.com/content/ICCV2023/papers/Hemati_Understanding_Hessian_Alignment_for_Domain_Generalization_ICCV_2023_paper.pdf
DeepChange: A Long-Term Person Re-Identification Benchmark with Clothes Change,"Xu, Peng, Zhu, Xiatian",https://openaccess.thecvf.com/content/ICCV2023/papers/Xu_DeepChange_A_Long-Term_Person_Re-Identification_Benchmark_with_Clothes_Change_ICCV_2023_paper.pdf
Preserve Your Own Correlation: A Noise Prior for Video Diffusion Models,"Ge, Songwei, Nah, Seungjun, Liu, Guilin, Poon, Tyler, Tao, Andrew, Catanzaro, Bryan, Jacobs, David, Huang, Jia-Bin, Liu, Ming-Yu, Balaji, Yogesh",https://openaccess.thecvf.com/content/ICCV2023/papers/Ge_Preserve_Your_Own_Correlation_A_Noise_Prior_for_Video_Diffusion_ICCV_2023_paper.pdf
Discrepant and Multi-Instance Proxies for Unsupervised Person Re-Identification,"Zou, Chang, Chen, Zeqi, Cui, Zhichao, Liu, Yuehu, Zhang, Chi",https://openaccess.thecvf.com/content/ICCV2023/papers/Zou_Discrepant_and_Multi-Instance_Proxies_for_Unsupervised_Person_Re-Identification_ICCV_2023_paper.pdf
Joint-Relation Transformer for Multi-Person Motion Prediction,"Xu, Qingyao, Mao, Weibo, Gong, Jingze, Xu, Chenxin, Chen, Siheng, Xie, Weidi, Zhang, Ya, Wang, Yanfeng",https://openaccess.thecvf.com/content/ICCV2023/papers/Xu_Joint-Relation_Transformer_for_Multi-Person_Motion_Prediction_ICCV_2023_paper.pdf
Revisiting Vision Transformer from the View of Path Ensemble,"Chang, Shuning, Wang, Pichao, Luo, Hao, Wang, Fan, Shou, Mike Zheng",https://openaccess.thecvf.com/content/ICCV2023/papers/Chang_Revisiting_Vision_Transformer_from_the_View_of_Path_Ensemble_ICCV_2023_paper.pdf
Tetra-NeRF: Representing Neural Radiance Fields Using Tetrahedra,"Kulhanek, Jonas, Sattler, Torsten",https://openaccess.thecvf.com/content/ICCV2023/papers/Kulhanek_Tetra-NeRF_Representing_Neural_Radiance_Fields_Using_Tetrahedra_ICCV_2023_paper.pdf
TMA: Temporal Motion Aggregation for Event-based Optical Flow,"Liu, Haotian, Chen, Guang, Qu, Sanqing, Zhang, Yanping, Li, Zhijun, Knoll, Alois, Jiang, Changjun",https://openaccess.thecvf.com/content/ICCV2023/papers/Liu_TMA_Temporal_Motion_Aggregation_for_Event-based_Optical_Flow_ICCV_2023_paper.pdf
Ablating Concepts in Text-to-Image Diffusion Models,"Kumari, Nupur, Zhang, Bingliang, Wang, Sheng-Yu, Shechtman, Eli, Zhang, Richard, Zhu, Jun-Yan",https://openaccess.thecvf.com/content/ICCV2023/papers/Kumari_Ablating_Concepts_in_Text-to-Image_Diffusion_Models_ICCV_2023_paper.pdf
Motion-Guided Masking for Spatiotemporal Representation Learning,"Fan, David, Wang, Jue, Liao, Shuai, Zhu, Yi, Bhat, Vimal, Santos-Villalobos, Hector, MV, Rohith, Li, Xinyu",https://openaccess.thecvf.com/content/ICCV2023/papers/Fan_Motion-Guided_Masking_for_Spatiotemporal_Representation_Learning_ICCV_2023_paper.pdf
MapFormer: Boosting Change Detection by Using Pre-change Information,"Bernhard, Maximilian, Strau{\ss",https://openaccess.thecvf.com/content/ICCV2023/papers/Bernhard_MapFormer_Boosting_Change_Detection_by_Using_Pre-change_Information_ICCV_2023_paper.pdf
Masked Diffusion Transformer is a Strong Image Synthesizer,"Gao, Shanghua, Zhou, Pan, Cheng, Ming-Ming, Yan, Shuicheng",https://openaccess.thecvf.com/content/ICCV2023/papers/Gao_Masked_Diffusion_Transformer_is_a_Strong_Image_Synthesizer_ICCV_2023_paper.pdf
LightDepth: Single-View Depth Self-Supervision from Illumination Decline,Rodr{\'\i,https://openaccess.thecvf.com/content/ICCV2023/papers/Rodriguez-Puigvert_LightDepth_Single-View_Depth_Self-Supervision_from_Illumination_Decline_ICCV_2023_paper.pdf
Urban Radiance Field Representation with Deformable Neural Mesh Primitives,"Lu, Fan, Xu, Yan, Chen, Guang, Li, Hongsheng, Lin, Kwan-Yee, Jiang, Changjun",https://openaccess.thecvf.com/content/ICCV2023/papers/Lu_Urban_Radiance_Field_Representation_with_Deformable_Neural_Mesh_Primitives_ICCV_2023_paper.pdf
Adaptive Frequency Filters As Efficient Global Token Mixers,"Huang, Zhipeng, Zhang, Zhizheng, Lan, Cuiling, Zha, Zheng-Jun, Lu, Yan, Guo, Baining",https://openaccess.thecvf.com/content/ICCV2023/papers/Huang_Adaptive_Frequency_Filters_As_Efficient_Global_Token_Mixers_ICCV_2023_paper.pdf
Referring Image Segmentation Using Text Supervision,"Liu, Fang, Liu, Yuhao, Kong, Yuqiu, Xu, Ke, Zhang, Lihe, Yin, Baocai, Hancke, Gerhard, Lau, Rynson",https://openaccess.thecvf.com/content/ICCV2023/papers/Liu_Referring_Image_Segmentation_Using_Text_Supervision_ICCV_2023_paper.pdf
Zolly: Zoom Focal Length Correctly for Perspective-Distorted Human Mesh Reconstruction,"Wang, Wenjia, Ge, Yongtao, Mei, Haiyi, Cai, Zhongang, Sun, Qingping, Wang, Yanjun, Shen, Chunhua, Yang, Lei, Komura, Taku",https://openaccess.thecvf.com/content/ICCV2023/papers/Wang_Zolly_Zoom_Focal_Length_Correctly_for_Perspective-Distorted_Human_Mesh_Reconstruction_ICCV_2023_paper.pdf
"Once Detected, Never Lost: Surpassing Human Performance in Offline LiDAR based 3D Object Detection","Fan, Lue, Yang, Yuxue, Mao, Yiming, Wang, Feng, Chen, Yuntao, Wang, Naiyan, Zhang, Zhaoxiang",https://openaccess.thecvf.com/content/ICCV2023/papers/Fan_Once_Detected_Never_Lost_Surpassing_Human_Performance_in_Offline_LiDAR_ICCV_2023_paper.pdf
Building a Winning Team: Selecting Source Model Ensembles using a Submodular Transferability Estimation Approach,"B, Vimal K, Bachu, Saketh, Garg, Tanmay, Narasimhan, Niveditha Lakshmi, Konuru, Raghavan, Balasubramanian, Vineeth N",https://openaccess.thecvf.com/content/ICCV2023/papers/B_Building_a_Winning_Team_Selecting_Source_Model_Ensembles_using_a_ICCV_2023_paper.pdf
